file_name,audio_length,gender,text
कुँवर_—क्य_female.wav,4.5866875,female,कुँवर —क्या मेरे ले जाने से पूजा का जल अपवित्र हो जाएेगा
चंदा_—अच्छ_male.wav,3.8320625,male,"चंदा —अच्छा भाई, नहीं मानते, तो तुम्हीं ले चलो"
चंदा_—अच्छ_female.wav,4.0178125,female,"चंदा —अच्छा भाई, नहीं मानते, तो तुम्हीं ले चलो"
"हाँ,_नहीं__male.wav",1.4288125,male,"हाँ, नहीं तो"
"हाँ,_नहीं__female.wav",1.440375,female,"हाँ, नहीं तो"
कुँवर_गागर_male.wav,2.6594375,male,कुँवर गागर ले कर आगे-आगे चले
कुँवर_गागर_female.wav,2.9496875,female,कुँवर गागर ले कर आगे-आगे चले
चंदा_पीछे__male.wav,1.8235,male,चंदा पीछे हो ली
चंदा_पीछे__female.wav,2.137,female,चंदा पीछे हो ली
बगीचे_में__male.wav,7.9884375,male,"बगीचे में पहुँचे, तो चंदा एक छोटे-से पौधो के पास रुक कर बोली —  इसी देवता की पूजा करनी है, गागर रख दो"
बगीचे_में__female.wav,8.1625625,female,"बगीचे में पहुँचे, तो चंदा एक छोटे-से पौधो के पास रुक कर बोली —  इसी देवता की पूजा करनी है, गागर रख दो"
कुँवर_ने_आ_male.wav,4.2035625,male,"कुँवर ने आश्चर्य से पूछा—यहाँ कौन देवता है, चंदा"
कुँवर_ने_आ_female.wav,4.5054375,female,"कुँवर ने आश्चर्य से पूछा—यहाँ कौन देवता है, चंदा"
मुझे_तो_नह_male.wav,1.9976875,male,मुझे तो नहीं नजर आता
मुझे_तो_नह_female.wav,2.1834375,female,मुझे तो नहीं नजर आता
चंदा_ने_पौ_male.wav,4.6099375,male,चंदा ने पौधो को सींचते हुए कहा —यही तो मेरा देवता है
चंदा_ने_पौ_female.wav,4.8653125,female,चंदा ने पौधो को सींचते हुए कहा —यही तो मेरा देवता है
पानी_पी_कर_male.wav,6.084375,male,"पानी पी कर पौधो की मुरझायी हुई पत्तियाँ हरी हो गयीं, मानो उनकी आँखें खुल गयी हों"
पानी_पी_कर_female.wav,6.572,female,"पानी पी कर पौधो की मुरझायी हुई पत्तियाँ हरी हो गयीं, मानो उनकी आँखें खुल गयी हों"
कुँवर_ने_प_male.wav,3.95975,male,"कुँवर ने पूछा—यह पौधा क्या तुमने लगाया है, चंदा"
कुँवर_ने_प_female.wav,4.4241875,female,"कुँवर ने पूछा—यह पौधा क्या तुमने लगाया है, चंदा"
चंदा_ने_पौ_male.wav,6.5139375,male,"चंदा ने पौधो को एक सीधी लकड़ी से बाँधते हुए कहा —हाँ, उसी दिन तो, जब तुम यहाँ आये"
चंदा_ने_पौ_female.wav,6.9086875,female,"चंदा ने पौधो को एक सीधी लकड़ी से बाँधते हुए कहा —हाँ, उसी दिन तो, जब तुम यहाँ आये"
यहाँ_पहले__male.wav,2.9613125,male,यहाँ पहले मेरी गुड़ियों का घरौंदा था
यहाँ_पहले__female.wav,3.0425625,female,यहाँ पहले मेरी गुड़ियों का घरौंदा था
मैंने_गुड़ि_male.wav,3.890125,male,मैंने गुड़ियों पर छाँह करने के लिए अमोला लगा दिया था
मैंने_गुड़ि_female.wav,4.25,female,मैंने गुड़ियों पर छाँह करने के लिए अमोला लगा दिया था
फिर_मुझे_इ_male.wav,1.8699375,male,फिर मुझे इसकी याद नहीं
फिर_मुझे_इ_female.wav,2.0673125,female,फिर मुझे इसकी याद नहीं
रही_male.wav,0.95275,male,रही
रही_female.wav,0.976,female,रही
घर_के_काम-_male.wav,2.6710625,male,घर के काम-धन्धो में भूल गयी
घर_के_काम-_female.wav,2.8335625,female,घर के काम-धन्धो में भूल गयी
जिस_दिन_तु_male.wav,4.8305,male,"जिस दिन तुम यहाँ आये, मुझे न-जाने क्यों इस पौधो की याद आ गयी"
जिस_दिन_तु_female.wav,5.1671875,female,"जिस दिन तुम यहाँ आये, मुझे न-जाने क्यों इस पौधो की याद आ गयी"
मैंने_आ_कर_male.wav,3.205125,male,"मैंने आ कर देखा, तो वह सूख गया था"
मैंने_आ_कर_female.wav,3.4140625,female,"मैंने आ कर देखा, तो वह सूख गया था"
मैंने_तुरन_male.wav,4.923375,male,"मैंने तुरन्त पानी ला कर इसे सींचा, तो कुछ-कुछ ताजा होने लगा"
मैंने_तुरन_female.wav,5.1788125,female,"मैंने तुरन्त पानी ला कर इसे सींचा, तो कुछ-कुछ ताजा होने लगा"
तब_से_इसे__male.wav,2.1718125,male,तब से इसे सींचती हूँ
तब_से_इसे__female.wav,2.1718125,female,तब से इसे सींचती हूँ
"देखो,_कितन_male.wav",2.8684375,male,"देखो, कितना हरा-भरा हो गया है"
"देखो,_कितन_female.wav",2.8335625,female,"देखो, कितना हरा-भरा हो गया है"
यह_कहते-कह_male.wav,8.325125,male,यह कहते-कहते उसने सिर उठा कर कुँवर की ओर ताकते हुए कहा —और सब काम भूल जाऊँ; पर इस पौधो को पानी देना नहीं भूलती
यह_कहते-कह_female.wav,8.6385625,female,यह कहते-कहते उसने सिर उठा कर कुँवर की ओर ताकते हुए कहा —और सब काम भूल जाऊँ; पर इस पौधो को पानी देना नहीं भूलती
तुम्हीं_इस_male.wav,2.206625,male,तुम्हीं इसके प्राणदाता हो
तुम्हीं_इस_female.wav,2.4853125,female,तुम्हीं इसके प्राणदाता हो
तुम्हीं_ने_male.wav,3.5534375,male,"तुम्हीं ने आ कर इसे जिला दिया, नहीं तो बेचारा"
तुम्हीं_ने_female.wav,4.052625,female,"तुम्हीं ने आ कर इसे जिला दिया, नहीं तो बेचारा"
सूख_गया_हो_male.wav,1.5796875,male,सूख गया होता
सूख_गया_हो_female.wav,1.7886875,female,सूख गया होता
यह_तुम्हार_male.wav,3.1470625,male,यह तुम्हारे शुभागमन का स्मृति-चिह्न है
यह_तुम्हार_female.wav,3.0309375,female,यह तुम्हारे शुभागमन का स्मृति-चिह्न है
जरा_इसे_दे_male.wav,1.649375,male,जरा इसे देखो
जरा_इसे_दे_female.wav,1.7190625,female,जरा इसे देखो
मालूम_होता_male.wav,2.6478125,male,"मालूम होता है, हँस रहा है"
मालूम_होता_female.wav,2.6478125,female,"मालूम होता है, हँस रहा है"
मुझे_तो_जा_male.wav,3.48375,male,मुझे तो जान पड़ता है कि यह मुझसे बोलता है
मुझे_तो_जा_female.wav,3.7275625,female,मुझे तो जान पड़ता है कि यह मुझसे बोलता है
सच_कहती_हू_male.wav,6.3514375,male,"सच कहती हूँ, कभी यह रोता है, कभी हँसता है, कभी रूठता है; आज"
सच_कहती_हू_female.wav,6.0263125,female,"सच कहती हूँ, कभी यह रोता है, कभी हँसता है, कभी रूठता है; आज"
तुम्हारा_ल_male.wav,3.948125,male,तुम्हारा लाया हुआ पानी पा कर यह फूला नहीं समाता
तुम्हारा_ल_female.wav,4.27325,female,तुम्हारा लाया हुआ पानी पा कर यह फूला नहीं समाता
एक-एक_पत्त_male.wav,3.00775,male,एक-एक पत्ता तुम्हें धन्यवाद दे रहा है
एक-एक_पत्त_female.wav,3.1354375,female,एक-एक पत्ता तुम्हें धन्यवाद दे रहा है
कुँवर_को_ऐ_male.wav,5.7709375,male,"कुँवर को ऐसा जान पड़ा, मानो वह पौधा कोई नन्हा-सा क्रीड़ाशील बालक है"
कुँवर_को_ऐ_female.wav,6.17725,female,"कुँवर को ऐसा जान पड़ा, मानो वह पौधा कोई नन्हा-सा क्रीड़ाशील बालक है"
जैसे_चुंबन_male.wav,8.9288125,male,"जैसे चुंबन से प्रसन्न हो कर बालक गोद में चढ़ने के लिए दोनों हाथ फैला देता है, उसी भाँति यह पौधा भी हाथ फैलाये जान पड़ा"
जैसे_चुंबन_female.wav,9.1494375,female,"जैसे चुंबन से प्रसन्न हो कर बालक गोद में चढ़ने के लिए दोनों हाथ फैला देता है, उसी भाँति यह पौधा भी हाथ फैलाये जान पड़ा"
उसके_एक-एक_male.wav,3.785625,male,उसके एक-एक अणु में चंदा का प्रेम झलक रहा था
उसके_एक-एक_female.wav,3.9016875,female,उसके एक-एक अणु में चंदा का प्रेम झलक रहा था
चंदा_के_घर_male.wav,2.9265,male,चंदा के घर में खेती के सभी औजार थे
चंदा_के_घर_female.wav,3.286375,female,चंदा के घर में खेती के सभी औजार थे
कुँवर_एक_फ_male.wav,6.6068125,male,कुँवर एक फावड़ा उठा लाये और पौधो का एक थाला बना कर चारों ओर ऊँची मेंड़ उठा दी
कुँवर_एक_फ_female.wav,6.75775,female,कुँवर एक फावड़ा उठा लाये और पौधो का एक थाला बना कर चारों ओर ऊँची मेंड़ उठा दी
फिर_खुरपी__male.wav,3.1586875,male,फिर खुरपी लेकर अंदर की मिट्टी को गोंड़ दिया
फिर_खुरपी__female.wav,3.2283125,female,फिर खुरपी लेकर अंदर की मिट्टी को गोंड़ दिया
पौधा_और_भी_male.wav,2.206625,male,पौधा और भी लहलहा उठा
पौधा_और_भी_female.wav,2.4620625,female,पौधा और भी लहलहा उठा
चंदा_बोली__male.wav,3.8785,male,"चंदा बोली —  कुछ सुनते हो, क्या कह रहा है"
चंदा_बोली__female.wav,4.0875,female,"चंदा बोली —  कुछ सुनते हो, क्या कह रहा है"
कुँवर_ने_म_male.wav,5.503875,male,"कुँवर ने मुस्करा कर कहा —हाँ, कहता है , अम्माँ की गोद में बैठूँगा"
कुँवर_ने_म_female.wav,5.9334375,female,"कुँवर ने मुस्करा कर कहा —हाँ, कहता है , अम्माँ की गोद में बैठूँगा"
चंदा_—नहीं_male.wav,4.726,male,"चंदा —नहीं, कह रहा है, इतना प्रेम करके फिर भूल न जाना"
चंदा_—नहीं_female.wav,5.0395,female,"चंदा —नहीं, कह रहा है, इतना प्रेम करके फिर भूल न जाना"
मगर_कुँवर__male.wav,4.180375,male,मगर कुँवर को अभी राज-पुत्र होने का दंड भोगना बाकी था
मगर_कुँवर__female.wav,4.2964375,female,मगर कुँवर को अभी राज-पुत्र होने का दंड भोगना बाकी था
शत्रुओं_को_male.wav,3.298,male,शत्रुओं को न-जाने कैसे उनकी टोह मिल गयी
शत्रुओं_को_female.wav,3.576625,female,शत्रुओं को न-जाने कैसे उनकी टोह मिल गयी
इधर_तो_हित_male.wav,10.0781875,male,"इधर तो हितचिंतकों के आग्रह से विवश हो कर बूढ़ा कुबेरसिंह चंदा और कुँवर के विवाह की तैयारियाँ कर रहा था, उधर शत्रुओं का एक दल सिर पर आ पहुँचा"
इधर_तो_हित_female.wav,10.461375,female,"इधर तो हितचिंतकों के आग्रह से विवश हो कर बूढ़ा कुबेरसिंह चंदा और कुँवर के विवाह की तैयारियाँ कर रहा था, उधर शत्रुओं का एक दल सिर पर आ पहुँचा"
कुँवर_ने_उ_male.wav,5.2600625,male,कुँवर ने उस पौधो के आस-पास फूल-पत्तो लगा कर एक फुलवाड़ी-सी बना दी थी
कुँवर_ने_उ_female.wav,5.6431875,female,कुँवर ने उस पौधो के आस-पास फूल-पत्तो लगा कर एक फुलवाड़ी-सी बना दी थी
पौधो_को_सी_male.wav,2.914875,male,पौधो को सींचना अब उनका काम था
पौधो_को_सी_female.wav,3.2399375,female,पौधो को सींचना अब उनका काम था
प्रात:काल__male.wav,7.733,male,"प्रात:काल वह कंधो पर काँवर रखे नदी से पानी ला रहे थे, कि दस-बारह आदमियों ने उन्हें रास्ते में घेर लिया"
प्रात:काल__female.wav,7.9535625,female,"प्रात:काल वह कंधो पर काँवर रखे नदी से पानी ला रहे थे, कि दस-बारह आदमियों ने उन्हें रास्ते में घेर लिया"
कुबेरसिंह__male.wav,4.9001875,male,कुबेरसिंह तलवार ले कर दौड़ा; लेकिन शत्रुओं ने उसे मार गिराया
कुबेरसिंह__female.wav,5.01625,female,कुबेरसिंह तलवार ले कर दौड़ा; लेकिन शत्रुओं ने उसे मार गिराया
अकेला_अस्त_male.wav,2.6826875,male,अकेला अस्त्रहीन कुँवर क्या करता
अकेला_अस्त_female.wav,2.90325,female,अकेला अस्त्रहीन कुँवर क्या करता
कंधो_पर_का_male.wav,5.0046875,male,"कंधो पर काँवर रखे हुए बोला —  अब क्यों मेरे पीछे पड़े हो, भाई"
कंधो_पर_का_female.wav,5.12075,female,"कंधो पर काँवर रखे हुए बोला —  अब क्यों मेरे पीछे पड़े हो, भाई"
मैंने_तो_स_male.wav,2.32275,male,मैंने तो सब-कुछ छोड़ दिया
मैंने_तो_स_female.wav,2.4736875,female,मैंने तो सब-कुछ छोड़ दिया
सरदार_बोला_male.wav,3.890125,male,सरदार बोला —  हमें आपको पकड़ ले जाने का हुक्म है
सरदार_बोला_female.wav,4.041,female,सरदार बोला —  हमें आपको पकड़ ले जाने का हुक्म है
'तुम्हारा__male.wav,3.6463125,male,'तुम्हारा स्वामी मुझे इस दशा में भी नहीं देख सकता
'तुम्हारा__female.wav,3.9133125,female,'तुम्हारा स्वामी मुझे इस दशा में भी नहीं देख सकता
"खैर,_अगर_ध_male.wav",4.25,male,"खैर, अगर धर्म समझो तो कुवेरसिंह की तलवार मुझे दे दो"
"खैर,_अगर_ध_female.wav",4.6099375,female,"खैर, अगर धर्म समझो तो कुवेरसिंह की तलवार मुझे दे दो"
अपनी_स्वाध_male.wav,3.0658125,male,अपनी स्वाधीनता के लिए लड़ कर प्राण दूं
अपनी_स्वाध_female.wav,3.27475,female,अपनी स्वाधीनता के लिए लड़ कर प्राण दूं
इसका_उत्तर_male.wav,7.8606875,male,इसका उत्तर यही मिला कि सिपाहियों ने कुँवर को पकड़ कर मुश्कें कस दीं और उन्हें एक घोड़े पर बिठाकर घोड़े को भगा दिया
इसका_उत्तर_female.wav,8.139375,female,इसका उत्तर यही मिला कि सिपाहियों ने कुँवर को पकड़ कर मुश्कें कस दीं और उन्हें एक घोड़े पर बिठाकर घोड़े को भगा दिया
काँवर_वहीं_male.wav,2.2879375,male,काँवर वहीं पड़ी रह गयी
काँवर_वहीं_female.wav,2.311125,female,काँवर वहीं पड़ी रह गयी
उसी_समय_चं_male.wav,2.3691875,male,उसी समय चंदा घर से निकली
उसी_समय_चं_female.wav,2.42725,female,उसी समय चंदा घर से निकली
"देखा_,_काँ_male.wav",5.3645625,male,"देखा , काँवर पड़ी हुई है और कुँवर को लोग घोड़े पर बिठाये जा रहे हैं"
"देखा_,_काँ_female.wav",5.585125,female,"देखा , काँवर पड़ी हुई है और कुँवर को लोग घोड़े पर बिठाये जा रहे हैं"
चोट_खाये_ह_male.wav,4.842125,male,"चोट खाये हुए पक्षी की भाँति वह कई कदम दौड़ी, फिर गिर पड़ी"
चोट_खाये_ह_female.wav,4.9814375,female,"चोट खाये हुए पक्षी की भाँति वह कई कदम दौड़ी, फिर गिर पड़ी"
उसकी_आँखों_male.wav,2.69425,male,उसकी आँखों में अँधेरा छा गया
उसकी_आँखों_female.wav,2.79875,female,उसकी आँखों में अँधेरा छा गया
सहसा_उसकी__male.wav,3.286375,male,सहसा उसकी दृष्टि पिता की लाश पर पड़ी
सहसा_उसकी__female.wav,3.4605,female,सहसा उसकी दृष्टि पिता की लाश पर पड़ी
वह_घबरा_कर_male.wav,3.37925,male,वह घबरा कर उठी और लाश के पास जा पहुँची
वह_घबरा_कर_female.wav,3.599875,female,वह घबरा कर उठी और लाश के पास जा पहुँची
कुबेर_अभी__male.wav,1.84675,male,कुबेर अभी मरा न था
कुबेर_अभी__female.wav,1.9860625,female,कुबेर अभी मरा न था
प्राण_आँखो_male.wav,2.438875,male,प्राण आँखों में अटके हुए थे
प्राण_आँखो_female.wav,2.5549375,female,प्राण आँखों में अटके हुए थे
चंदा_को_दे_male.wav,4.8544375,male,चंदा को देखते ही क्षीण स्वर में बोला —  बेटी...कुँवर
चंदा_को_दे_female.wav,4.8428125,female,चंदा को देखते ही क्षीण स्वर में बोला —  बेटी...कुँवर
इसके_आगे_व_male.wav,2.6478125,male,इसके आगे वह कुछ न कह सका
इसके_आगे_व_female.wav,2.787125,female,इसके आगे वह कुछ न कह सका
प्राण_निकल_male.wav,5.503875,male,"प्राण निकल गये; पर इस शब्द , 'कुँवर' , ने उसका आशय प्रकट कर दिया"
प्राण_निकल_female.wav,5.7245,female,"प्राण निकल गये; पर इस शब्द , 'कुँवर' , ने उसका आशय प्रकट कर दिया"
बीस_वर्ष_ब_male.wav,1.8931875,male,बीस वर्ष बीत गये
बीस_वर्ष_ब_female.wav,1.9048125,female,बीस वर्ष बीत गये
कुँवर_कैद__male.wav,2.2763125,male,कुँवर कैद से न छूट सके
कुँवर_कैद__female.wav,2.4736875,female,कुँवर कैद से न छूट सके
यह_एक_पहाड़_male.wav,2.2995625,male,यह एक पहाड़ी किला था
यह_एक_पहाड़_female.wav,2.496875,female,यह एक पहाड़ी किला था
जहाँ_तक_नि_male.wav,3.681125,male,"जहाँ तक निगाह जाती, पहाड़ियाँ ही नजर आतीं"
जहाँ_तक_नि_female.wav,3.762375,female,"जहाँ तक निगाह जाती, पहाड़ियाँ ही नजर आतीं"
किले_में_उ_male.wav,2.53175,male,किले में उन्हें कोई कष्ट न था
किले_में_उ_female.wav,2.624625,female,किले में उन्हें कोई कष्ट न था
"नौकर-चाकर,_male.wav",5.202,male,"नौकर-चाकर, भोजन-वस्त्र, सैर-शिकार किसी बात की कमी न थी"
"नौकर-चाकर,_female.wav",5.2949375,female,"नौकर-चाकर, भोजन-वस्त्र, सैर-शिकार किसी बात की कमी न थी"
"पर,_उस_विय_male.wav",5.9683125,male,"पर, उस वियोगाग्नि को कौन शांत करता, जो नित्य कुँवर के हृदय में जला करती थी"
"पर,_उस_विय_female.wav",6.2005,female,"पर, उस वियोगाग्नि को कौन शांत करता, जो नित्य कुँवर के हृदय में जला करती थी"
जीवन_में_अ_male.wav,4.7028125,male,"जीवन में अब उनके लिए कोई आशा न थी, कोई प्रकाश न था"
जीवन_में_अ_female.wav,5.0046875,female,"जीवन में अब उनके लिए कोई आशा न थी, कोई प्रकाश न था"
अगर_कोई_इच_male.wav,9.358375,male,"अगर कोई इच्छा थी, तो यही कि एक बार उस प्रेमतीर्थ की यात्रा कर लें, जहाँ उन्हें वह सब कुछ मिला, जो मनुष्य को मिल सकता है"
अगर_कोई_इच_female.wav,9.7299375,female,"अगर कोई इच्छा थी, तो यही कि एक बार उस प्रेमतीर्थ की यात्रा कर लें, जहाँ उन्हें वह सब कुछ मिला, जो मनुष्य को मिल सकता है"
"हाँ,_उनके__male.wav",9.3235625,male,"हाँ, उनके मन में एकमात्रा यही अभिलाषा थी कि उन पवित्र स्मृतियों से रंजित भूमि के दर्शन करके जीवन का उसी नदी के तट पर अंत कर दें"
"हाँ,_उनके__female.wav",9.753125,female,"हाँ, उनके मन में एकमात्रा यही अभिलाषा थी कि उन पवित्र स्मृतियों से रंजित भूमि के दर्शन करके जीवन का उसी नदी के तट पर अंत कर दें"
वही_नदी_का_male.wav,13.154875,male,"वही नदी का किनारा, वही वृक्ष का कुंज, वही चंदा का छोटा-सा सुन्दर घर उसकी आँखों में फिरा करता; और वह पौधा जिसे उन दोनों ने मिल कर सींचा था, उसमें तो मानो उसके प्राण ही बसते थे"
वही_नदी_का_female.wav,13.9443125,female,"वही नदी का किनारा, वही वृक्ष का कुंज, वही चंदा का छोटा-सा सुन्दर घर उसकी आँखों में फिरा करता; और वह पौधा जिसे उन दोनों ने मिल कर सींचा था, उसमें तो मानो उसके प्राण ही बसते थे"
क्या_वह_दि_male.wav,5.7825,male,"क्या वह दिन भी आयेगा,जब वह उस पौधो को हरी-हरी पत्तियों से लदा हुआ देखेगा"
क्या_वह_दि_female.wav,6.4326875,female,"क्या वह दिन भी आयेगा,जब वह उस पौधो को हरी-हरी पत्तियों से लदा हुआ देखेगा"
"कौन_जाने,__male.wav",3.2399375,male,"कौन जाने, वह अब है भी या सूख गया"
"कौन_जाने,__female.wav",3.6346875,female,"कौन जाने, वह अब है भी या सूख गया"
कौन_अब_उसक_male.wav,2.2415,male,कौन अब उसको सींचता होगा
कौन_अब_उसक_female.wav,2.3575625,female,कौन अब उसको सींचता होगा
चंदा_इतने__male.wav,3.8785,male,चंदा इतने दिनों अविवाहित थोड़े ही बैठी होगी
चंदा_इतने__female.wav,4.3776875,female,चंदा इतने दिनों अविवाहित थोड़े ही बैठी होगी
ऐसा_संभव_भ_male.wav,1.939625,male,ऐसा संभव भी तो नहीं
ऐसा_संभव_भ_female.wav,1.939625,female,ऐसा संभव भी तो नहीं
उसे_अब_मेर_male.wav,2.4736875,male,उसे अब मेरी सुध भी न होगी
उसे_अब_मेर_female.wav,2.6826875,female,उसे अब मेरी सुध भी न होगी
"हाँ,_शायद__male.wav",6.6765,male,"हाँ, शायद कभी अपने घर की याद खींच लाती हो, तो पौधो को देख कर उसे मेरी याद आ जाती हो"
"हाँ,_शायद__female.wav",7.0828125,female,"हाँ, शायद कभी अपने घर की याद खींच लाती हो, तो पौधो को देख कर उसे मेरी याद आ जाती हो"
मुझ-जैसे_अ_male.wav,4.6911875,male,मुझ-जैसे अभागे के लिए इससे अधिक वह और कर ही क्या सकती है
मुझ-जैसे_अ_female.wav,5.0743125,female,मुझ-जैसे अभागे के लिए इससे अधिक वह और कर ही क्या सकती है
उस_भूमि_को_male.wav,6.8855,male,उस भूमि को एक बार देखने के लिए वह अपना जीवन दे सकता था; पर यह अभिलाषा न पूरी होती थी
उस_भूमि_को_female.wav,6.873875,female,उस भूमि को एक बार देखने के लिए वह अपना जीवन दे सकता था; पर यह अभिलाषा न पूरी होती थी
आह_male.wav,0.8366875,male,आह
आह_female.wav,0.8134375,female,आह
एक_युग_बीत_male.wav,4.8885625,male,"एक युग बीत गया, शोक और नैराश्य ने उठती जवानी को कुचल दिया"
एक_युग_बीत_female.wav,5.12075,female,"एक युग बीत गया, शोक और नैराश्य ने उठती जवानी को कुचल दिया"
न_आँखों_मे_male.wav,3.6463125,male,"न आँखों में ज्योति रही, न पैरों में शक्ति"
न_आँखों_मे_female.wav,3.9133125,female,"न आँखों में ज्योति रही, न पैरों में शक्ति"
जीवन_क्या__male.wav,3.9365625,male,"जीवन क्या था, एक दु:खदायी स्वप्न था"
जीवन_क्या__female.wav,3.7391875,female,"जीवन क्या था, एक दु:खदायी स्वप्न था"
उस_सघन_अंध_male.wav,3.4256875,male,उस सघन अंधकार में उसे कुछ न सूझता था
उस_सघन_अंध_female.wav,3.2399375,female,उस सघन अंधकार में उसे कुछ न सूझता था
"बस,_जीवन_क_male.wav",7.640125,male,"बस, जीवन का आधार एक अभिलाषा थी, एक सुखद स्वप्न, जो जीवन में न जाने कब उसने देखा था"
"बस,_जीवन_क_female.wav",7.44275,female,"बस, जीवन का आधार एक अभिलाषा थी, एक सुखद स्वप्न, जो जीवन में न जाने कब उसने देखा था"
एक_बार_फिर_male.wav,3.17025,male,एक बार फिर वही स्वप्न देखना चाहता था
एक_बार_फिर_female.wav,3.2515625,female,एक बार फिर वही स्वप्न देखना चाहता था
फिर_उसकी_अ_male.wav,4.760875,male,"फिर उसकी अभिलाषाओं का अंत हो जायगा, उसे कोई इच्छा न रहेगी"
फिर_उसकी_अ_female.wav,4.9814375,female,"फिर उसकी अभिलाषाओं का अंत हो जायगा, उसे कोई इच्छा न रहेगी"
सारा_अनंत__male.wav,5.979875,male,"सारा अनंत भविष्य, सारी अनंत चिंताएँ इसी एक स्वप्न में लीन हो जाती थीं"
सारा_अनंत__female.wav,5.80575,female,"सारा अनंत भविष्य, सारी अनंत चिंताएँ इसी एक स्वप्न में लीन हो जाती थीं"
उसके_रक्षक_male.wav,3.9365625,male,उसके रक्षकों को अब उसकी ओर से कोई शंका न थी
उसके_रक्षक_female.wav,4.33125,female,उसके रक्षकों को अब उसकी ओर से कोई शंका न थी
उन्हें_उस__male.wav,2.2995625,male,उन्हें उस पर दया आती थी
उन्हें_उस__female.wav,2.53175,female,उन्हें उस पर दया आती थी
रात_को_पहर_male.wav,5.608375,male,रात को पहरे पर केवल कोई एक आदमी रह जाता था और लोग मीठी नींद सोते थे
रात_को_पहर_female.wav,5.9450625,female,रात को पहरे पर केवल कोई एक आदमी रह जाता था और लोग मीठी नींद सोते थे
कुँवर_भाग__male.wav,4.8769375,male,"कुँवर भाग जा सकता है, इसकी कोई सम्भावना, कोई शंका न थी"
कुँवर_भाग__female.wav,5.0626875,female,"कुँवर भाग जा सकता है, इसकी कोई सम्भावना, कोई शंका न थी"
यहाँ_तक_कि_male.wav,4.656375,male,यहाँ तक कि एक दिन यह सिपाही भी निश्शंक होकर बंदूक लिये लेट रहा
यहाँ_तक_कि_female.wav,5.0975625,female,यहाँ तक कि एक दिन यह सिपाही भी निश्शंक होकर बंदूक लिये लेट रहा
निद्रा_किस_male.wav,4.052625,male,निद्रा किसी हिंसक पशु की भाँति ताक लगाये बैठी थी
निद्रा_किस_female.wav,4.459,female,निद्रा किसी हिंसक पशु की भाँति ताक लगाये बैठी थी
लेटते_ही_ट_male.wav,1.8815625,male,लेटते ही टूट पड़ी
लेटते_ही_ट_female.wav,1.9976875,female,लेटते ही टूट पड़ी
कुँवर_ने_स_male.wav,2.914875,male,कुँवर ने सिपाही की नाक की आवाज सुनी
कुँवर_ने_स_female.wav,3.0425625,female,कुँवर ने सिपाही की नाक की आवाज सुनी
उनका_हृदय__male.wav,2.9729375,male,उनका हृदय बड़े वेग से उछलने लगा
उनका_हृदय__female.wav,3.2399375,female,उनका हृदय बड़े वेग से उछलने लगा
यह_अवसर_आज_male.wav,3.286375,male,यह अवसर आज कितने दिनों के बाद मिला था
यह_अवसर_आज_female.wav,3.4373125,female,यह अवसर आज कितने दिनों के बाद मिला था
वह_उठे;_मग_male.wav,3.507,male,वह उठे; मगर पाँव थर-थर काँप रहे थे
वह_उठे;_मग_female.wav,3.599875,female,वह उठे; मगर पाँव थर-थर काँप रहे थे
बरामदे_के__male.wav,3.4605,male,बरामदे के नीचे उतरने का साहस न हो सका
बरामदे_के__female.wav,3.6695,female,बरामदे के नीचे उतरने का साहस न हो सका
कहीं_इसकी__male.wav,2.11375,male,कहीं इसकी नींद खुल गयी तो
कहीं_इसकी__female.wav,2.2763125,female,कहीं इसकी नींद खुल गयी तो
हिंसा_उनकी_male.wav,2.42725,male,हिंसा उनकी सहायता कर सकती थी
हिंसा_उनकी_female.wav,2.601375,female,हिंसा उनकी सहायता कर सकती थी
सिपाही_की__male.wav,5.01625,male,सिपाही की बगल में उसकी तलवार पड़ी थी; पर प्रेम का हिंसा से बैर है
सिपाही_की__female.wav,5.109125,female,सिपाही की बगल में उसकी तलवार पड़ी थी; पर प्रेम का हिंसा से बैर है
कुँवर_ने_स_male.wav,2.334375,male,कुँवर ने सिपाही को जगा दिया
कुँवर_ने_स_female.wav,2.520125,female,कुँवर ने सिपाही को जगा दिया
वह_चौंक_कर_male.wav,2.206625,male,वह चौंक कर उठ बैठा
वह_चौंक_कर_female.wav,2.2530625,female,वह चौंक कर उठ बैठा
रहा-सहा_सं_male.wav,3.5185625,male,रहा-सहा संशय भी उसके दिल से निकल गया
रहा-सहा_सं_female.wav,3.983,female,रहा-सहा संशय भी उसके दिल से निकल गया
दूसरी_बार__male.wav,3.3328125,male,"दूसरी बार जो सोया, तो खर्राटे लेने लगा"
दूसरी_बार__female.wav,3.48375,female,"दूसरी बार जो सोया, तो खर्राटे लेने लगा"
प्रात:काल__male.wav,5.3065,male,"प्रात:काल जब उसकी निद्रा टूटी, तो उसने लपक कर कुँवर के कमरे में झाँका"
प्रात:काल__female.wav,5.6548125,female,"प्रात:काल जब उसकी निद्रा टूटी, तो उसने लपक कर कुँवर के कमरे में झाँका"
कुँवर_का_प_male.wav,1.8699375,male,कुँवर का पता न था
कुँवर_का_प_female.wav,2.044125,female,कुँवर का पता न था
कुँवर_इस_स_male.wav,8.777875,male,"कुँवर इस समय हवा के घोड़े पर सवार, कल्पना की द्रुतगति से भागा जा रहा था , उस स्थान को, जहाँ उसने सुख-स्वप्न देखा था"
